post_id,user_id,topic_circle,engagement_seed
post_1751,1255,general,5
post_1752,1256,general,6
post_1753,1256,general,6
post_1754,1256,general,6
post_1755,1256,general,6
post_1756,1257,107_circle5,3
post_1757,1257,107_circle5,3
post_1758,1258,general,2
post_1759,1259,general,2
post_1760,1259,general,2
post_1761,1260,general,2
post_1762,1261,107_circle5,3
post_1763,1261,107_circle5,3
post_1764,1262,107_circle7,1
post_1765,1263,107_circle2,1
post_1766,1264,general,1
post_1767,1265,107_circle6,2
post_1768,1265,107_circle6,2
post_1769,1266,general,1
post_1770,1267,107_circle6,5
post_1771,1267,107_circle6,5
post_1772,1267,107_circle6,5
post_1773,1267,107_circle6,5
post_1774,1268,general,1
post_1775,1269,107_circle6,6
post_1776,1269,107_circle6,6
post_1777,1269,107_circle6,6
post_1778,1269,107_circle6,6
post_1779,1270,general,1
post_1780,1271,107_circle6,4
post_1781,1271,107_circle6,4
post_1782,1272,107_circle6,4
post_1783,1272,107_circle6,4
post_1784,1273,general,3
post_1785,1273,general,3
post_1786,1274,general,1
post_1787,1275,general,3
post_1788,1275,general,3
post_1789,1275,general,3
post_1790,1276,general,1
post_1791,1277,general,5
post_1792,1277,general,5
post_1793,1277,general,5
post_1794,1278,107_circle6,2
post_1795,1279,general,2
post_1796,1279,general,2
post_1797,1280,general,4
post_1798,1280,general,4
post_1799,1281,general,2
post_1800,1282,general,3
post_1801,1282,general,3
post_1802,1283,107_circle6,2
post_1803,1283,107_circle6,2
post_1804,1284,general,3
post_1805,1284,general,3
post_1806,1285,general,3
post_1807,1285,general,3
post_1808,1286,general,1
post_1809,1286,general,1
post_1810,1287,general,3
post_1811,1287,general,3
post_1812,1288,107_circle6,4
post_1813,1288,107_circle6,4
post_1814,1289,general,4
post_1815,1289,general,4
post_1816,1290,107_circle6,4
post_1817,1290,107_circle6,4
post_1818,1290,107_circle6,4
post_1819,1291,107_circle6,5
post_1820,1291,107_circle6,5
post_1821,1291,107_circle6,5
post_1822,1292,general,3
post_1823,1292,general,3
post_1824,1293,107_circle6,2
post_1825,1293,107_circle6,2
post_1826,1294,general,1
post_1827,1295,general,1
post_1828,1296,general,1
post_1829,1297,general,1
post_1830,1298,general,3
post_1831,1298,general,3
post_1832,1299,general,2
post_1833,1300,general,2
post_1834,1301,107_circle6,1
post_1835,1302,general,5
post_1836,1302,general,5
post_1837,1302,general,5
post_1838,1303,general,2
post_1839,1304,general,2
post_1840,1304,general,2
post_1841,1305,107_circle6,5
post_1842,1305,107_circle6,5
post_1843,1305,107_circle6,5
post_1844,1306,general,2
post_1845,1307,general,2
post_1846,1308,general,1
post_1847,1309,general,2
post_1848,1310,general,2
post_1849,1311,general,1
post_1850,1311,general,1
post_1851,1312,107_circle6,4
post_1852,1312,107_circle6,4
post_1853,1313,general,2
post_1854,1314,107_circle8,2
post_1855,1314,107_circle8,2
post_1856,1315,general,2
post_1857,1316,general,2
post_1858,1316,general,2
post_1859,1317,107_circle6,1
post_1860,1318,general,2
post_1861,1319,107_circle8,2
post_1862,1320,107_circle3,3
post_1863,1320,107_circle3,3
post_1864,1321,107_circle6,1
post_1865,1321,107_circle6,1
post_1866,1322,general,4
post_1867,1322,general,4
post_1868,1323,general,4
post_1869,1323,general,4
post_1870,1323,general,4
post_1871,1324,general,2
post_1872,1324,general,2
post_1873,1325,general,1
post_1874,1326,general,1
post_1875,1327,107_circle6,2
post_1876,1328,107_circle6,1
post_1877,1329,107_circle6,6
post_1878,1329,107_circle6,6
post_1879,1329,107_circle6,6
post_1880,1329,107_circle6,6
post_1881,1330,107_circle6,5
post_1882,1330,107_circle6,5
post_1883,1330,107_circle6,5
post_1884,1331,general,6
post_1885,1331,general,6
post_1886,1331,general,6
post_1887,1332,107_circle3,2
post_1888,1332,107_circle3,2
post_1889,1333,107_circle8,2
post_1890,1333,107_circle8,2
post_1891,1334,107_circle6,4
post_1892,1334,107_circle6,4
post_1893,1335,general,6
post_1894,1335,general,6
post_1895,1335,general,6
post_1896,1335,general,6
post_1897,1336,general,3
post_1898,1336,general,3
post_1899,1337,107_circle7,2
post_1900,1338,general,3
post_1901,1338,general,3
post_1902,1339,107_circle6,4
post_1903,1339,107_circle6,4
post_1904,1340,general,3
post_1905,1340,general,3
post_1906,1341,general,5
post_1907,1341,general,5
post_1908,1341,general,5
post_1909,1342,general,1
post_1910,1343,general,2
post_1911,1344,107_circle6,4
post_1912,1344,107_circle6,4
post_1913,1344,107_circle6,4
post_1914,1345,general,4
post_1915,1345,general,4
post_1916,1345,general,4
post_1917,1346,general,1
post_1918,1347,general,3
post_1919,1347,general,3
post_1920,1348,general,2
post_1921,1348,general,2
post_1922,1349,general,2
post_1923,1350,general,2
post_1924,1351,107_circle6,3
post_1925,1351,107_circle6,3
post_1926,1352,107_circle6,10
post_1927,1352,107_circle6,10
post_1928,1352,107_circle6,10
post_1929,1352,107_circle6,10
post_1930,1353,general,1
post_1931,1354,general,1
post_1932,1355,general,2
post_1933,1356,general,1
post_1934,1357,general,2
post_1935,1357,general,2
post_1936,1358,general,4
post_1937,1358,general,4
post_1938,1359,general,4
post_1939,1359,general,4
post_1940,1359,general,4
post_1941,1360,107_circle6,2
post_1942,1360,107_circle6,2
post_1943,1361,107_circle6,6
post_1944,1361,107_circle6,6
post_1945,1361,107_circle6,6
post_1946,1361,107_circle6,6
post_1947,1362,general,1
post_1948,1363,107_circle8,1
post_1949,1364,general,1
post_1950,1365,107_circle6,2
post_1951,1365,107_circle6,2
post_1952,1366,general,3
post_1953,1366,general,3
post_1954,1366,general,3
post_1955,1367,107_circle6,7
post_1956,1367,107_circle6,7
post_1957,1367,107_circle6,7
post_1958,1367,107_circle6,7
post_1959,1368,107_circle0,1
post_1960,1369,107_circle6,3
post_1961,1369,107_circle6,3
post_1962,1370,general,5
post_1963,1370,general,5
post_1964,1370,general,5
post_1965,1370,general,5
post_1966,1371,107_circle8,2
post_1967,1371,107_circle8,2
post_1968,1372,general,1
post_1969,1373,general,3
post_1970,1373,general,3
post_1971,1374,general,2
post_1972,1375,107_circle6,3
post_1973,1375,107_circle6,3
post_1974,1376,107_circle6,8
post_1975,1376,107_circle6,8
post_1976,1376,107_circle6,8
post_1977,1376,107_circle6,8
post_1978,1377,107_circle6,8
post_1979,1377,107_circle6,8
post_1980,1377,107_circle6,8
post_1981,1377,107_circle6,8
post_1982,1377,107_circle6,8
post_1983,1378,107_circle8,2
post_1984,1378,107_circle8,2
post_1985,1379,107_circle5,3
post_1986,1379,107_circle5,3
post_1987,1379,107_circle5,3
post_1988,1380,107_circle6,4
post_1989,1380,107_circle6,4
post_1990,1380,107_circle6,4
post_1991,1381,107_circle5,2
post_1992,1381,107_circle5,2
post_1993,1382,general,2
post_1994,1382,general,2
post_1995,1383,general,1
post_1996,1384,107_circle0,1
post_1997,1385,107_circle1,1
post_1998,1386,general,1
post_1999,1387,107_circle3,1
post_2000,1388,general,4
post_2001,1388,general,4
post_2002,1389,general,2
post_2003,1389,general,2
post_2004,1390,107_circle6,8
post_2005,1390,107_circle6,8
post_2006,1390,107_circle6,8
post_2007,1390,107_circle6,8
post_2008,1391,107_circle6,7
post_2009,1391,107_circle6,7
post_2010,1391,107_circle6,7
post_2011,1391,107_circle6,7
post_2012,1392,general,2
post_2013,1393,general,3
post_2014,1393,general,3
post_2015,1393,general,3
post_2016,1394,general,1
post_2017,1395,107_circle7,1
post_2018,1396,general,3
post_2019,1396,general,3
post_2020,1397,general,1
post_2021,1398,107_circle6,2
post_2022,1399,general,8
post_2023,1399,general,8
post_2024,1399,general,8
post_2025,1399,general,8
post_2026,1400,general,1
post_2027,1401,general,1
post_2028,1402,107_circle6,3
post_2029,1402,107_circle6,3
post_2030,1403,107_circle4,1
post_2031,1404,general,2
post_2032,1405,107_circle6,3
post_2033,1405,1684_circle0,3
post_2034,1405,107_circle6,3
post_2035,1406,general,2
post_2036,1406,general,2
post_2037,1407,general,2
post_2038,1408,107_circle3,2
post_2039,1409,general,5
post_2040,1409,general,5
post_2041,1409,general,5
post_2042,1410,107_circle1,1
post_2043,1411,107_circle6,1
post_2044,1412,general,1
post_2045,1413,107_circle5,3
post_2046,1413,107_circle5,3
post_2047,1413,107_circle5,3
post_2048,1414,general,1
post_2049,1415,general,2
post_2050,1416,107_circle6,5
post_2051,1416,107_circle6,5
post_2052,1416,107_circle6,5
post_2053,1416,107_circle6,5
post_2054,1417,general,1
post_2055,1418,107_circle5,1
post_2056,1419,1684_circle8,1
post_2057,1419,1684_circle8,1
post_2058,1420,107_circle6,6
post_2059,1420,107_circle6,6
post_2060,1420,107_circle6,6
post_2061,1421,107_circle1,1
post_2062,1421,107_circle6,1
post_2063,1422,107_circle6,1
post_2064,1423,107_circle5,3
post_2065,1423,107_circle5,3
post_2066,1424,107_circle8,1
post_2067,1425,general,2
post_2068,1425,general,2
post_2069,1426,general,3
post_2070,1426,general,3
post_2071,1427,general,3
post_2072,1427,general,3
post_2073,1428,general,2
post_2074,1429,107_circle2,2
post_2075,1429,107_circle2,2
post_2076,1430,general,1
post_2077,1431,107_circle6,9
post_2078,1431,107_circle6,9
post_2079,1431,107_circle6,9
post_2080,1431,107_circle6,9
post_2081,1432,general,3
post_2082,1432,general,3
post_2083,1433,general,1
post_2084,1434,general,1
post_2085,1435,107_circle6,3
post_2086,1435,107_circle6,3
post_2087,1436,107_circle5,2
post_2088,1437,general,3
post_2089,1437,general,3
post_2090,1437,general,3
post_2091,1438,general,2
post_2092,1439,107_circle7,1
post_2093,1440,general,2
post_2094,1441,107_circle6,1
post_2095,1442,107_circle7,1
post_2096,1443,general,1
post_2097,1444,107_circle2,2
post_2098,1445,107_circle6,1
post_2099,1446,general,2
post_2100,1447,107_circle6,6
post_2101,1447,107_circle6,6
post_2102,1447,107_circle6,6
post_2103,1447,107_circle6,6
post_2104,1448,107_circle5,3
post_2105,1448,107_circle5,3
post_2106,1448,107_circle5,3
post_2107,1449,107_circle6,4
post_2108,1449,107_circle6,4
post_2109,1450,107_circle6,1
post_2110,1450,1684_circle8,1
post_2111,1451,general,2
post_2112,1451,general,2
post_2113,1452,107_circle8,2
post_2114,1452,107_circle8,2
post_2115,1453,general,2
post_2116,1453,general,2
post_2117,1454,general,3
post_2118,1454,general,3
post_2119,1455,general,1
post_2120,1456,general,6
post_2121,1456,general,6
post_2122,1456,general,6
post_2123,1457,general,3
post_2124,1457,general,3
post_2125,1457,general,3
post_2126,1458,107_circle6,2
post_2127,1458,107_circle6,2
post_2128,1459,general,5
post_2129,1459,general,5
post_2130,1459,general,5
post_2131,1460,107_circle6,2
post_2132,1461,general,1
post_2133,1462,general,4
post_2134,1462,general,4
post_2135,1463,general,1
post_2136,1464,general,2
post_2137,1465,1912_circle10,5
post_2138,1465,1912_circle15,5
post_2139,1465,1912_circle35,5
post_2140,1466,general,1
post_2141,1467,107_circle6,5
post_2142,1467,107_circle6,5
post_2143,1467,107_circle6,5
post_2144,1468,107_circle8,2
post_2145,1469,107_circle2,3
post_2146,1469,107_circle2,3
post_2147,1470,107_circle6,3
post_2148,1470,107_circle6,3
post_2149,1471,107_circle6,7
post_2150,1471,107_circle6,7
post_2151,1471,107_circle6,7
post_2152,1471,107_circle6,7
post_2153,1472,general,4
post_2154,1472,general,4
post_2155,1473,general,3
post_2156,1473,general,3
post_2157,1474,general,1
post_2158,1475,general,3
post_2159,1475,general,3
post_2160,1476,general,1
post_2161,1477,107_circle6,1
post_2162,1478,general,1
post_2163,1479,general,4
post_2164,1479,general,4
post_2165,1480,107_circle6,4
post_2166,1480,107_circle6,4
post_2167,1480,107_circle6,4
post_2168,1481,general,1
post_2169,1482,general,2
post_2170,1482,general,2
post_2171,1483,general,4
post_2172,1483,general,4
post_2173,1483,general,4
post_2174,1484,107_circle6,1
post_2175,1485,107_circle6,2
post_2176,1486,general,1
post_2177,1487,107_circle3,3
post_2178,1487,107_circle3,3
post_2179,1487,107_circle3,3
post_2180,1488,general,6
post_2181,1488,general,6
post_2182,1488,general,6
post_2183,1488,general,6
post_2184,1489,general,1
post_2185,1490,general,1
post_2186,1491,107_circle6,5
post_2187,1491,107_circle6,5
post_2188,1491,107_circle6,5
post_2189,1492,general,1
post_2190,1493,general,2
post_2191,1494,107_circle6,2
post_2192,1495,general,3
post_2193,1495,general,3
post_2194,1496,general,2
post_2195,1496,general,2
post_2196,1497,general,2
post_2197,1497,general,2
post_2198,1498,general,1
post_2199,1499,general,1
post_2200,1500,general,2
post_2201,1501,general,1
post_2202,1502,general,3
post_2203,1502,general,3
post_2204,1502,general,3
post_2205,1503,general,2
post_2206,1503,general,2
post_2207,1504,107_circle2,3
post_2208,1504,107_circle2,3
post_2209,1504,107_circle2,3
post_2210,1505,107_circle6,3
post_2211,1505,1684_circle8,3
post_2212,1506,general,1
post_2213,1507,general,2
post_2214,1508,general,2
post_2215,1509,107_circle6,6
post_2216,1509,107_circle6,6
post_2217,1509,107_circle6,6
post_2218,1510,general,1
post_2219,1511,general,2
post_2220,1512,general,2
post_2221,1513,107_circle6,3
post_2222,1513,107_circle6,3
post_2223,1513,107_circle6,3
post_2224,1514,general,2
post_2225,1514,general,2
post_2226,1515,107_circle5,3
post_2227,1515,107_circle5,3
post_2228,1516,107_circle6,7
post_2229,1516,107_circle6,7
post_2230,1516,107_circle6,7
post_2231,1516,107_circle6,7
post_2232,1517,107_circle6,2
post_2233,1518,general,1
post_2234,1519,107_circle6,2
post_2235,1520,107_circle6,5
post_2236,1520,107_circle6,5
post_2237,1520,107_circle6,5
post_2238,1520,107_circle6,5
post_2239,1521,107_circle6,1
post_2240,1522,107_circle6,7
post_2241,1522,107_circle6,7
post_2242,1522,107_circle6,7
post_2243,1522,107_circle6,7
post_2244,1523,107_circle6,3
post_2245,1523,107_circle6,3
post_2246,1524,107_circle6,2
post_2247,1525,general,3
post_2248,1525,general,3
post_2249,1525,general,3
post_2250,1526,general,1
post_2251,1526,general,1
post_2252,1527,general,1
post_2253,1528,107_circle6,3
post_2254,1528,107_circle6,3
post_2255,1528,107_circle6,3
post_2256,1529,general,2
post_2257,1530,general,5
post_2258,1530,general,5
post_2259,1530,general,5
post_2260,1531,107_circle2,1
post_2261,1531,107_circle2,1
post_2262,1532,107_circle6,2
post_2263,1533,107_circle8,2
post_2264,1533,107_circle8,2
post_2265,1534,107_circle6,2
post_2266,1535,107_circle6,3
post_2267,1535,107_circle6,3
post_2268,1536,general,4
post_2269,1536,general,4
post_2270,1537,107_circle6,1
post_2271,1538,general,3
post_2272,1538,general,3
post_2273,1539,107_circle6,4
post_2274,1539,107_circle6,4
post_2275,1539,107_circle6,4
post_2276,1540,107_circle6,3
post_2277,1540,107_circle6,3
post_2278,1540,107_circle6,3
post_2279,1541,general,2
post_2280,1542,107_circle2,3
post_2281,1542,107_circle2,3
post_2282,1543,general,2
post_2283,1544,107_circle6,1
post_2284,1545,general,2
post_2285,1546,general,1
post_2286,1547,107_circle6,5
post_2287,1547,107_circle6,5
post_2288,1547,107_circle6,5
post_2289,1548,107_circle8,2
post_2290,1549,107_circle1,2
post_2291,1550,general,2
post_2292,1550,general,2
post_2293,1551,107_circle6,7
post_2294,1551,107_circle6,7
post_2295,1551,107_circle6,7
post_2296,1551,107_circle6,7
post_2297,1552,general,1
post_2298,1553,107_circle6,2
post_2299,1554,107_circle6,7
post_2300,1554,107_circle6,7
post_2301,1554,107_circle6,7
post_2302,1554,107_circle6,7
post_2303,1555,107_circle1,2
post_2304,1556,general,1
post_2305,1556,general,1
post_2306,1557,107_circle6,7
post_2307,1557,107_circle6,7
post_2308,1557,107_circle6,7
post_2309,1557,107_circle6,7
post_2310,1558,107_circle6,1
post_2311,1559,107_circle6,8
post_2312,1559,107_circle6,8
post_2313,1559,107_circle6,8
post_2314,1559,107_circle6,8
post_2315,1560,general,1
post_2316,1561,107_circle6,1
post_2317,1562,107_circle7,1
post_2318,1563,107_circle6,5
post_2319,1563,107_circle6,5
post_2320,1563,107_circle6,5
post_2321,1564,107_circle6,1
post_2322,1565,general,2
post_2323,1565,general,2
post_2324,1566,general,1
post_2325,1567,general,2
post_2326,1568,107_circle8,2
post_2327,1569,general,2
post_2328,1569,general,2
post_2329,1570,general,5
post_2330,1570,general,5
post_2331,1570,general,5
post_2332,1570,general,5
post_2333,1571,general,3
post_2334,1571,general,3
post_2335,1572,107_circle6,2
post_2336,1573,general,4
post_2337,1573,general,4
post_2338,1573,general,4
post_2339,1574,107_circle3,3
post_2340,1574,107_circle3,3
post_2341,1575,general,1
post_2342,1576,general,3
post_2343,1576,general,3
post_2344,1577,1912_circle35,7
post_2345,1577,1912_circle38,7
post_2346,1577,1912_circle35,7
post_2347,1577,1912_circle38,7
post_2348,1578,general,2
post_2349,1578,general,2
post_2350,1579,107_circle6,1
post_2351,1580,107_circle6,4
post_2352,1580,107_circle6,4
post_2353,1581,general,1
post_2354,1582,general,2
post_2355,1583,general,4
post_2356,1583,general,4
post_2357,1584,107_circle6,9
post_2358,1584,107_circle6,9
post_2359,1584,107_circle6,9
post_2360,1584,107_circle6,9
post_2361,1585,107_circle6,1
post_2362,1586,general,1
post_2363,1587,general,3
post_2364,1587,general,3
post_2365,1587,general,3
post_2366,1588,107_circle6,1
post_2367,1589,107_circle6,9
post_2368,1589,107_circle6,9
post_2369,1589,107_circle6,9
post_2370,1589,107_circle6,9
post_2371,1590,general,4
post_2372,1590,general,4
post_2373,1590,general,4
post_2374,1591,107_circle5,4
post_2375,1591,107_circle5,4
post_2376,1592,general,1
post_2377,1593,107_circle6,2
post_2378,1594,107_circle6,1
post_2379,1595,general,2
post_2380,1596,general,4
post_2381,1596,general,4
post_2382,1597,107_circle6,5
post_2383,1597,107_circle6,5
post_2384,1597,107_circle6,5
post_2385,1598,general,6
post_2386,1598,general,6
post_2387,1598,general,6
post_2388,1598,general,6
post_2389,1599,general,1
post_2390,1600,107_circle6,5
post_2391,1600,107_circle6,5
post_2392,1600,107_circle6,5
post_2393,1601,107_circle8,2
post_2394,1602,general,1
post_2395,1603,107_circle6,6
post_2396,1603,107_circle6,6
post_2397,1603,107_circle6,6
post_2398,1604,general,6
post_2399,1604,general,6
post_2400,1604,general,6
post_2401,1605,general,4
post_2402,1605,general,4
post_2403,1606,general,2
post_2404,1606,general,2
post_2405,1607,107_circle4,1
post_2406,1608,107_circle6,5
post_2407,1608,107_circle6,5
post_2408,1608,107_circle6,5
post_2409,1608,107_circle6,5
post_2410,1609,general,4
post_2411,1609,general,4
post_2412,1610,107_circle6,8
post_2413,1610,107_circle6,8
post_2414,1610,107_circle6,8
post_2415,1610,107_circle6,8
post_2416,1611,general,3
post_2417,1611,general,3
post_2418,1612,107_circle6,8
post_2419,1612,107_circle6,8
post_2420,1612,107_circle6,8
post_2421,1612,107_circle6,8
post_2422,1612,107_circle6,8
post_2423,1613,107_circle6,8
post_2424,1613,107_circle6,8
post_2425,1613,107_circle6,8
post_2426,1613,107_circle6,8
post_2427,1614,107_circle6,3
post_2428,1614,107_circle6,3
post_2429,1614,107_circle6,3
post_2430,1615,general,1
post_2431,1616,107_circle3,2
post_2432,1617,107_circle6,5
post_2433,1617,107_circle6,5
post_2434,1617,107_circle6,5
post_2435,1618,107_circle7,1
post_2436,1618,107_circle7,1
post_2437,1619,107_circle6,5
post_2438,1619,107_circle6,5
post_2439,1619,107_circle6,5
post_2440,1619,107_circle6,5
post_2441,1620,107_circle6,6
post_2442,1620,107_circle6,6
post_2443,1620,107_circle6,6
post_2444,1621,107_circle6,8
post_2445,1621,107_circle6,8
post_2446,1621,107_circle6,8
post_2447,1621,107_circle6,8
post_2448,1622,107_circle6,8
post_2449,1622,107_circle6,8
post_2450,1622,107_circle6,8
post_2451,1622,107_circle6,8
post_2452,1622,107_circle6,8
post_2453,1623,107_circle6,4
post_2454,1623,107_circle6,4
post_2455,1624,general,2
post_2456,1624,general,2
post_2457,1625,general,1
post_2458,1626,107_circle6,2
post_2459,1627,general,1
post_2460,1628,general,4
post_2461,1628,general,4
post_2462,1629,107_circle8,1
post_2463,1630,general,3
post_2464,1630,general,3
post_2465,1631,general,1
post_2466,1632,general,4
post_2467,1632,general,4
post_2468,1633,general,1
post_2469,1634,general,2
post_2470,1635,107_circle5,2
post_2471,1635,107_circle5,2
post_2472,1636,107_circle5,4
post_2473,1636,107_circle5,4
post_2474,1637,107_circle6,4
post_2475,1637,107_circle6,4
post_2476,1638,general,2
post_2477,1639,107_circle6,4
post_2478,1639,107_circle6,4
post_2479,1640,general,1
post_2480,1641,107_circle6,1
post_2481,1642,107_circle6,2
post_2482,1643,107_circle6,4
post_2483,1643,107_circle6,4
post_2484,1644,107_circle6,3
post_2485,1644,107_circle6,3
post_2486,1645,general,3
post_2487,1645,general,3
post_2488,1646,general,1
post_2489,1647,general,2
post_2490,1648,general,1
post_2491,1649,general,2
post_2492,1649,general,2
post_2493,1650,general,1
post_2494,1651,general,1
post_2495,1652,107_circle6,4
post_2496,1652,107_circle6,4
post_2497,1653,107_circle6,3
post_2498,1653,107_circle6,3
post_2499,1654,general,1
post_2500,1655,general,3
post_2501,1655,general,3
post_2502,1655,general,3
post_2503,1656,1684_circle8,2
post_2504,1657,107_circle7,1
post_2505,1658,107_circle7,1
post_2506,1659,107_circle6,4
post_2507,1659,107_circle6,4
post_2508,1660,general,1
post_2509,1661,general,4
post_2510,1661,general,4
post_2511,1662,general,6
post_2512,1662,general,6
post_2513,1662,general,6
post_2514,1663,107_circle6,10
post_2515,1663,107_circle6,10
post_2516,1663,107_circle6,10
post_2517,1663,107_circle6,10
post_2518,1664,107_circle4,1
post_2519,1665,general,6
post_2520,1665,general,6
post_2521,1665,general,6
post_2522,1665,general,6
post_2523,1666,107_circle6,2
post_2524,1667,general,2
post_2525,1668,107_circle6,5
post_2526,1668,107_circle6,5
post_2527,1668,107_circle6,5
post_2528,1669,107_circle6,6
post_2529,1669,107_circle6,6
post_2530,1669,107_circle6,6
post_2531,1669,107_circle6,6
post_2532,1670,general,1
post_2533,1671,general,2
post_2534,1671,general,2
post_2535,1672,general,1
post_2536,1673,general,2
post_2537,1674,general,1
post_2538,1675,107_circle6,5
post_2539,1675,107_circle6,5
post_2540,1675,107_circle6,5
post_2541,1676,107_circle1,1
post_2542,1677,general,2
post_2543,1678,107_circle6,1
post_2544,1679,107_circle3,2
post_2545,1679,107_circle3,2
post_2546,1680,general,3
post_2547,1680,general,3
post_2548,1681,general,1
post_2549,1682,107_circle5,2
post_2550,1683,107_circle6,5
post_2551,1683,107_circle6,5
post_2552,1683,107_circle6,5
post_2553,1684,107_circle1,1
post_2554,1685,general,4
post_2555,1685,general,4
post_2556,1686,general,2
post_2557,1686,general,2
post_2558,1687,general,2
post_2559,1688,107_circle6,4
post_2560,1688,107_circle6,4
post_2561,1688,107_circle6,4
post_2562,1689,107_circle6,5
post_2563,1689,107_circle6,5
post_2564,1689,107_circle6,5
post_2565,1690,107_circle2,1
post_2566,1691,107_circle5,3
post_2567,1691,107_circle5,3
post_2568,1691,107_circle5,3
post_2569,1692,107_circle3,2
post_2570,1693,general,1
post_2571,1694,general,2
post_2572,1695,general,2
post_2573,1696,general,1
post_2574,1697,107_circle6,1
post_2575,1698,107_circle6,1
post_2576,1699,107_circle2,2
post_2577,1699,107_circle2,2
post_2578,1700,107_circle6,1
post_2579,1701,107_circle6,1
post_2580,1702,107_circle6,2
post_2581,1702,107_circle6,2
post_2582,1703,general,3
post_2583,1703,general,3
post_2584,1704,general,1
post_2585,1705,general,2
post_2586,1705,general,2
post_2587,1706,general,2
post_2588,1707,general,8
post_2589,1707,general,8
post_2590,1707,general,8
post_2591,1707,general,8
post_2592,1707,general,8
post_2593,1708,107_circle6,1
post_2594,1709,general,3
post_2595,1709,general,3
post_2596,1710,107_circle6,1
post_2597,1711,general,1
post_2598,1712,general,5
post_2599,1712,general,5
post_2600,1712,general,5
post_2601,1712,general,5
post_2602,1713,general,1
post_2603,1714,107_circle6,8
post_2604,1714,107_circle6,8
post_2605,1714,107_circle6,8
post_2606,1714,107_circle6,8
post_2607,1714,107_circle6,8
post_2608,1715,general,3
post_2609,1715,general,3
post_2610,1715,general,3
post_2611,1716,general,3
post_2612,1716,general,3
post_2613,1717,107_circle6,6
post_2614,1717,107_circle6,6
post_2615,1717,107_circle6,6
post_2616,1718,1912_circle38,7
post_2617,1718,1912_circle38,7
post_2618,1718,1912_circle38,7
post_2619,1718,1912_circle38,7
post_2620,1719,107_circle6,1
post_2621,1720,general,2
post_2622,1720,general,2
post_2623,1721,107_circle6,5
post_2624,1721,107_circle6,5
post_2625,1721,107_circle6,5
post_2626,1722,107_circle6,3
post_2627,1722,107_circle6,3
post_2628,1722,107_circle6,3
post_2629,1723,107_circle6,2
post_2630,1724,107_circle6,3
post_2631,1724,107_circle6,3
post_2632,1725,general,3
post_2633,1725,general,3
post_2634,1726,107_circle6,1
post_2635,1726,1684_circle7,1
post_2636,1727,107_circle2,2
post_2637,1728,general,2
post_2638,1728,general,2
post_2639,1729,general,4
post_2640,1729,general,4
post_2641,1730,107_circle6,10
post_2642,1730,107_circle6,10
post_2643,1730,107_circle6,10
post_2644,1730,107_circle6,10
post_2645,1731,general,1
post_2646,1732,general,2
post_2647,1732,general,2
post_2648,1733,107_circle8,2
post_2649,1734,general,2
post_2650,1735,107_circle6,5
post_2651,1735,107_circle6,5
post_2652,1735,107_circle6,5
post_2653,1736,107_circle6,7
post_2654,1736,107_circle6,7
post_2655,1736,107_circle6,7
post_2656,1736,107_circle6,7
post_2657,1736,107_circle6,7
post_2658,1737,107_circle6,4
post_2659,1737,107_circle6,4
post_2660,1738,107_circle2,2
post_2661,1739,general,1
post_2662,1740,general,2
post_2663,1740,general,2
post_2664,1741,general,5
post_2665,1741,general,5
post_2666,1741,general,5
post_2667,1742,general,4
post_2668,1742,general,4
post_2669,1743,general,2
post_2670,1744,general,2
post_2671,1744,general,2
post_2672,1745,107_circle2,1
post_2673,1746,107_circle6,9
post_2674,1746,107_circle6,9
post_2675,1746,107_circle6,9
post_2676,1746,107_circle6,9
post_2677,1747,107_circle8,1
post_2678,1748,general,1
post_2679,1749,general,1
post_2680,1750,107_circle6,6
post_2681,1750,107_circle6,6
post_2682,1750,107_circle6,6
post_2683,1751,general,2
post_2684,1751,general,2
post_2685,1752,107_circle6,5
post_2686,1752,107_circle6,5
post_2687,1752,107_circle6,5
post_2688,1753,107_circle6,4
post_2689,1753,107_circle6,4
post_2690,1754,general,3
post_2691,1754,general,3
post_2692,1755,general,1
post_2693,1756,general,1
post_2694,1757,107_circle6,6
post_2695,1757,107_circle6,6
post_2696,1757,107_circle6,6
post_2697,1758,107_circle6,2
post_2698,1759,general,1
post_2699,1760,107_circle2,1
post_2700,1761,107_circle6,5
post_2701,1761,107_circle6,5
post_2702,1761,107_circle6,5
post_2703,1762,general,1
post_2704,1763,general,2
post_2705,1764,general,1
post_2706,1765,107_circle6,3
post_2707,1765,107_circle6,3
post_2708,1766,107_circle3,2
post_2709,1767,107_circle3,2
post_2710,1768,general,9
post_2711,1768,general,9
post_2712,1768,general,9
post_2713,1768,general,9
post_2714,1769,107_circle6,1
post_2715,1769,107_circle7,1
post_2716,1770,general,2
post_2717,1771,general,1
post_2718,1772,general,3
post_2719,1772,general,3
post_2720,1773,general,1
post_2721,1774,107_circle6,2
post_2722,1774,107_circle6,2
post_2723,1775,general,1
post_2724,1776,general,1
post_2725,1777,general,1
post_2726,1778,general,2
post_2727,1778,general,2
post_2728,1779,107_circle6,1
post_2729,1780,107_circle7,1
post_2730,1781,general,2
post_2731,1781,general,2
post_2732,1782,general,3
post_2733,1782,general,3
post_2734,1782,general,3
post_2735,1783,general,5
post_2736,1783,general,5
post_2737,1783,general,5
post_2738,1784,107_circle8,1
post_2739,1785,general,2
post_2740,1786,general,4
